company,role,location,link,source
Neo,Product Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-neo-4437999429?position=1&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=ugnzKRWbjwESxetbGocRJA%3D%3D,LINKEDIN
INNOVAPPTIVE GLOBAL SOLUTIONS PRIVATE LIMITED,Senior Product Marketing Manager,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-product-marketing-manager-at-innovapptive-global-solutions-private-limited-4424851537?position=2&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=dMzC0qIvhze8NWUREyPvPg%3D%3D,LINKEDIN
Infineon Technologies,Senior Manager Product Marketing,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/senior-manager-product-marketing-at-infineon-technologies-4234249459?position=3&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=3wfiK7mJH78YMXTNZE8noQ%3D%3D,LINKEDIN
Adaptavant Technology Solutions Pvt Ltd,Product Marketing Manager,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-adaptavant-technology-solutions-pvt-ltd-4437767938?position=4&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=Kz1AD5z4GiJlYxdJccbIRw%3D%3D,LINKEDIN
UST,Lead I - Product Management,"Trivandrum, Kerala, India",https://in.linkedin.com/jobs/view/lead-i-product-management-at-ust-4444131635?position=5&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=cUkElhSBvnIlRdoZzZaUfA%3D%3D,LINKEDIN
Matrix Comsec,Product Marketing Manager,"Vadodara, Gujarat, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-matrix-comsec-4446993813?position=6&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=YOv5w%2Bi5oU4eAmspxDY9pw%3D%3D,LINKEDIN
Aspora,Senior Product Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-product-marketing-manager-at-aspora-4438103342?position=7&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=mmzqiwHuEiewdzFZAzpekw%3D%3D,LINKEDIN
Insurity,Product Marketing Manager,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-insurity-4446974518?position=8&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=hny3Ly1rbm5kjb7WISqjRg%3D%3D,LINKEDIN
KP Group,Manager,"Matar, Gujarat, India",https://in.linkedin.com/jobs/view/manager-at-kp-group-4441542130?position=9&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=7KaFap3ioAfsLa6CVCPVhg%3D%3D,LINKEDIN
XCaliber Health,Product Marketing Manager,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-xcaliber-health-4439735202?position=10&pageNum=2&refId=hCZeELKph1RTgMLRyk1KQA%3D%3D&trackingId=P1DbQOpnCgX0WCUV1cMxXg%3D%3D,LINKEDIN
Keka HR,Product Marketing Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-keka-hr-4427017962?position=1&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=qAIU5RJILXE7HfStQ8YEoQ%3D%3D,LINKEDIN
Schneider Electric,Deputy Manager - Product Management & Marketing,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/deputy-manager-product-management-marketing-at-schneider-electric-4444319866?position=2&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=I3Q6nYPI6PMdWpuNUguWAQ%3D%3D,LINKEDIN
Infineon Technologies,Staff Specialist Product Marketing,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/staff-specialist-product-marketing-at-infineon-technologies-4168487412?position=3&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=zWeeIdxHOAdggI5A6MVvnQ%3D%3D,LINKEDIN
SaaS Labs,"Senior Manager, Product Marketing","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-manager-product-marketing-at-saas-labs-4439200810?position=4&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=Mp8SP4IywV1cnx8zjUch9w%3D%3D,LINKEDIN
Throttll,Product Marketer,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/product-marketer-at-throttll-4448164488?position=5&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=g%2Fq7Eq3XR6ctyw4dGSiYJA%3D%3D,LINKEDIN
HCLSoftware,Product Marketing Manager,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/product-marketing-manager-at-hclsoftware-4439008174?position=6&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=gbNmqsjhtpuwqxBvGb5EeQ%3D%3D,LINKEDIN
Noise,Manager/Senior Manager - Product Marketing,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/manager-senior-manager-product-marketing-at-noise-4446466146?position=7&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=%2FWiyCuKYqXXKKCuvJaasRw%3D%3D,LINKEDIN
Exotel,Product Marketing Manager-Gen AI,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-gen-ai-at-exotel-4435042314?position=8&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=MYCHuZwnZYICDfQawTDPaw%3D%3D,LINKEDIN
The Ikigai,Product Marketing Associate (TrulyInbox),"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/product-marketing-associate-trulyinbox-at-the-ikigai-4447417116?position=9&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=FSIEFfXaFf2hWtC0cx8w3g%3D%3D,LINKEDIN
Wati,Product Marketing Manager - Enablement,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-marketing-manager-enablement-at-wati-4409182668?position=10&pageNum=5&refId=4fdL24bXK8QbyZzBUlmWqQ%3D%3D&trackingId=JEygD5cqC3kQeRBcIdu0Nw%3D%3D,LINKEDIN
Purplle.com,Senior Manager - Brand (Faces Canada),"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-manager-brand-faces-canada-at-purplle-com-4353903265?position=1&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=HGRju%2Bi5hFPOTzcp%2BgnORw%3D%3D,LINKEDIN
The Magnum Ice Cream Company,Brand Manager - Magnum Ice Cream,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/brand-manager-magnum-ice-cream-at-the-magnum-ice-cream-company-4448202196?position=2&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=t3r5xLDKPSaO%2FTZjYIHfXg%3D%3D,LINKEDIN
Rebel Foods,Senior Brand Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/senior-brand-manager-at-rebel-foods-4442593399?position=3&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=Gd5NFevYPez0rHV2fjjpWQ%3D%3D,LINKEDIN
MARS Cosmetics,Brand Manager,"Delhi, India",https://in.linkedin.com/jobs/view/brand-manager-at-mars-cosmetics-4440019987?position=4&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=HN%2FuFp%2FVg58ot7kTebeiUA%3D%3D,LINKEDIN
Uplers,Brand Strategy Lead | New-age Brands,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/brand-strategy-lead-new-age-brands-at-uplers-4448883647?position=5&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=OixHJdu0T93bVI%2FJ6O9B8w%3D%3D,LINKEDIN
SoCheers,Sr. Brand Strategist,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/sr-brand-strategist-at-socheers-4450200560?position=6&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=73GgSB8vgTj3bOQAmfDK4A%3D%3D,LINKEDIN
McCain Foods,"Brand Lead, Out-of-home (Food Service & QSR)","Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/brand-lead-out-of-home-food-service-qsr-at-mccain-foods-4415378432?position=7&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=A2nsD%2BDNeyoHUCSMnrRivA%3D%3D,LINKEDIN
Haleon,Senior Brand Manager – Eno,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/senior-brand-manager-%E2%80%93-eno-at-haleon-4448523160?position=8&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=CyvTxhCa3rWdwbO%2B%2BwNz%2BA%3D%3D,LINKEDIN
CITYFURNISH,Brand Strategist,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/brand-strategist-at-cityfurnish-4422516968?position=9&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=hnIi5n6sjVMRDg2NJRrFQw%3D%3D,LINKEDIN
Quarry Asia,Brand Strategist / Account Manager,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/brand-strategist-account-manager-at-quarry-asia-4431863272?position=10&pageNum=0&refId=qqwnM5Sc1nO2hfbsx0o%2FfA%3D%3D&trackingId=YFOT210s9afYFgQYjAvH7A%3D%3D,LINKEDIN
Antal International,Senior Brand Manager,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/senior-brand-manager-at-antal-international-4446066588?position=1&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=8RgSQYgwP3i8qOziZYtR3A%3D%3D,LINKEDIN
Herbalife International India Pvt. Ltd.,Brand Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/brand-manager-at-herbalife-international-india-pvt-ltd-4439971809?position=2&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=l6OrcfRTnnTFn9O0%2F%2BX70A%3D%3D,LINKEDIN
Kidbea®,Brand & Growth Strategist,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/brand-growth-strategist-at-kidbea%C2%AE-4396332578?position=3&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=QiqPoWF5e6SEnK5A7tO7VA%3D%3D,LINKEDIN
Vodafone Idea Limited,AGM - Brand & Communications,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/agm-brand-communications-at-vodafone-idea-limited-4441816205?position=4&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=laVhs%2BqUo5GxGFbpu%2B5zFg%3D%3D,LINKEDIN
Mazda Group,Brand Marketing Lead,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/brand-marketing-lead-at-mazda-group-4450334235?position=5&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=iWPGZebNkHSEaOuKZqwaxg%3D%3D,LINKEDIN
Decathlon,Brand Marketing Leader,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/brand-marketing-leader-at-decathlon-4441968272?position=6&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=cwgf1FcicuaDqKGBY0aFTg%3D%3D,LINKEDIN
Dr. Reddy's Laboratories,Group Brand Manager - Mintop,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/group-brand-manager-mintop-at-dr-reddy-s-laboratories-4449984915?position=7&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=GfMIga6sM9eQ%2BIkujv9ICg%3D%3D,LINKEDIN
Ruhe,Senior Brand Manager,"Delhi, India",https://in.linkedin.com/jobs/view/senior-brand-manager-at-ruhe-4448757939?position=8&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=g9H3k83X6bz7%2FolSFtnNPg%3D%3D,LINKEDIN
Amazon,"Senior Brand Manager, IN PLX","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-brand-manager-in-plx-at-amazon-4443041364?position=9&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=9wrazCxWbVauXwGU5mHz3Q%3D%3D,LINKEDIN
airtel,Brand Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/brand-manager-at-airtel-4441801126?position=10&pageNum=2&refId=fxj51IDHBA3N7r%2FFBlWiwg%3D%3D&trackingId=yxoqXZoOAr29Aov%2BAZ%2BfTA%3D%3D,LINKEDIN
Dr. Reddy's Laboratories,Brand  Manager - Chronic,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/brand-manager-chronic-at-dr-reddy-s-laboratories-4341294200?position=1&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=LYcEOAiBo%2BozQ1h%2BQmuOFQ%3D%3D,LINKEDIN
Sundrop Brands Limited (Formerly Known as Agro Tech foods Limited),Brand Manger,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/brand-manger-4446065524?position=2&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=AwQ37eErRy90%2BSpcMlsA9Q%3D%3D&trk=public_jobs_jserp-result_search-card,LINKEDIN
Mellow Designs,Brand Manager - FMCG,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/brand-manager-fmcg-at-mellow-designs-4428705193?position=3&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=g%2FHjPqOVWOIoo4qBeH6Yrw%3D%3D,LINKEDIN
Lupin Ltd,Manager - Product,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/manager-product-at-lupin-ltd-4450090717?position=4&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=P3sqHv0Gm4QU9teTPUpDew%3D%3D,LINKEDIN
Wahl Clipper Corporation,Marketing Coordinator,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/marketing-coordinator-at-wahl-clipper-corporation-4425842328?position=5&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=rCzbjvALw9BHm%2BMHp%2FMGUg%3D%3D,LINKEDIN
Dr. Reddy's Laboratories,Brand Manager - Oral care,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/brand-manager-oral-care-at-dr-reddy-s-laboratories-4445872586?position=6&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=LqZ0dEcpsP4M0qpzo9Uk5g%3D%3D,LINKEDIN
Campari Group,Channel & Customer Marketing Specialist - South,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/channel-customer-marketing-specialist-south-at-campari-group-4430706096?position=7&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=CpzXSipJ9CaGFXGbygOQkA%3D%3D,LINKEDIN
THE BARE BAR,Brand Manager,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/brand-manager-at-the-bare-bar-4446202577?position=8&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=3DQErzWDZuF1j19XRwHYFQ%3D%3D,LINKEDIN
Merck Healthcare,Associate Manager Marketing,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/associate-manager-marketing-at-merck-healthcare-4442709624?position=9&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=OklX2laKioFSas56cFyNgw%3D%3D,LINKEDIN
Beco,Senior Brand Executive,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/senior-brand-executive-at-beco-4415067615?position=10&pageNum=2&refId=qti9i%2BgHAXPYCWwp6hnnnw%3D%3D&trackingId=x2yzCiBJ1Bgqgrh6skmzyg%3D%3D,LINKEDIN
Whirlpool India,Category Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/category-manager-at-whirlpool-india-4450266132?position=1&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=oxqjfZlQQmTLV8QhQpAxbA%3D%3D,LINKEDIN
Godrej Properties Limited,Assistant Manager - Brand Strategy,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/assistant-manager-brand-strategy-at-godrej-properties-limited-4445705396?position=2&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=G9y4JNNFqvxC32iJhsqYqg%3D%3D,LINKEDIN
McCain Foods,"Brand Lead, Out-of-home (Food Service & QSR)","Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/brand-lead-out-of-home-food-service-qsr-at-mccain-foods-4415378432?position=3&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=yTN8XlyoTjf5zzixxeVpdw%3D%3D,LINKEDIN
Croma,Manager - Brand Marketing,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/manager-brand-marketing-at-croma-4440502768?position=4&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=k1PutDH4tMm4jZhYpJvPgQ%3D%3D,LINKEDIN
Zafify,Brand Manager - Product Launches D2C,"Delhi, India",https://in.linkedin.com/jobs/view/brand-manager-product-launches-d2c-at-zafify-4435950681?position=5&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=I0MGoMaA3WE0oXfET2Xk3A%3D%3D,LINKEDIN
Adani Airport Holdings Ltd,Assistant Manager - Marketing,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/assistant-manager-marketing-at-adani-airport-holdings-ltd-4445169537?position=6&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=3ydWwKAnRDNcLXid%2ByXYfA%3D%3D,LINKEDIN
Welspun World,SSH- Creative -Marketing -Domestic Business,"Thane, Maharashtra, India",https://in.linkedin.com/jobs/view/ssh-creative-marketing-domestic-business-at-welspun-world-4436082432?position=7&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=KceAvuJQ32hmyd%2B6bHP8lw%3D%3D,LINKEDIN
Accenture in India,Product Management Analyst,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/product-management-analyst-at-accenture-in-india-4448321906?position=8&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=AEVf4UDsF7iZiqof%2BbqK6A%3D%3D,LINKEDIN
"Fossil Group, Inc.",Asst Manager - Integrated Marketing,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/asst-manager-integrated-marketing-at-fossil-group-inc-4417791714?position=9&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=lFxKk6lTX%2B7kDjOS2daZxA%3D%3D,LINKEDIN
upGrad Rekrut,Assistant Marketing Manager,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/assistant-marketing-manager-at-upgrad-rekrut-4443257724?position=10&pageNum=5&refId=TeYKRMLkX9mSrqmMolUehg%3D%3D&trackingId=%2FAnoQmenFTLRrQq8IVFj2g%3D%3D,LINKEDIN
Plum,Category Executive,"Thane, Maharashtra, India",https://in.linkedin.com/jobs/view/category-executive-at-plum-4448833735?position=1&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=nzRnnj9oXvPLB2DN0XpDhA%3D%3D,LINKEDIN
Swiggy,Lead - Marketing,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/lead-marketing-at-swiggy-4449111131?position=2&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=UFzMK%2BP497C6kr1Nn6xlhA%3D%3D,LINKEDIN
MSN Laboratories,Product Manager,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/product-manager-at-msn-laboratories-4439973518?position=3&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=rcvXcTW8u8Efn1xRv9lGjg%3D%3D,LINKEDIN
BD,"Assistant Manager, Marketing","Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/assistant-manager-marketing-at-bd-4443526281?position=4&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=JfOBGDhsBSamYZ%2BXCOyC2Q%3D%3D,LINKEDIN
Altois,Brand Strategist,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/brand-strategist-at-altois-4367263711?position=5&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=eUremSpEXLDhGiAt8vnwtg%3D%3D,LINKEDIN
"CKE Restaurants, Inc.",Int'l Marketing Manager - India,"Bawana, Delhi, India",https://in.linkedin.com/jobs/view/int-l-marketing-manager-india-at-cke-restaurants-inc-4435410421?position=6&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=FM4RDpD%2BNCigQPBxnqhHWQ%3D%3D,LINKEDIN
ILEM JAPAN,Brand Strategist,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/brand-strategist-at-ilem-japan-4448728257?position=7&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=vpwQ5bY0FoeutVa%2BQOTltQ%3D%3D,LINKEDIN
DIT UNIVERSITY,Marketing Officer,"Dehradun, Uttarakhand, India",https://in.linkedin.com/jobs/view/marketing-officer-at-dit-university-4392123861?position=8&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=ZkV7NOd8Gqa5CR6iNVh44Q%3D%3D,LINKEDIN
SUN PHARMA,Group Product Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/group-product-manager-at-sun-pharma-4450307731?position=9&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=gYShtZ8xFvJvOrOW4NxNnQ%3D%3D,LINKEDIN
JK Tyre & Industries Ltd.,Product Manager - 2/3 Wheeler (Assistant Manager),"Delhi, India",https://in.linkedin.com/jobs/view/product-manager-2-3-wheeler-assistant-manager-at-jk-tyre-industries-ltd-4446289254?position=10&pageNum=7&refId=mnWpu8cVtOA%2F3DbAcjkiNw%3D%3D&trackingId=5ElrGSmlhg2xwCZRORy0wg%3D%3D,LINKEDIN
Cisco,Strategy & Planning Manager,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/strategy-planning-manager-at-cisco-4447701618?position=1&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=LATcnrRs0NXKUALE5At37A%3D%3D,LINKEDIN
Cisco,Strategy & Planning Manager,Greater Kolkata Area,https://in.linkedin.com/jobs/view/strategy-planning-manager-at-cisco-4447595618?position=2&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=zqOOOFI2lcWwHYDJv4nHWQ%3D%3D,LINKEDIN
Accenture in India,GN-Industry Strategy- CGRT- Manager,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/gn-industry-strategy-cgrt-manager-at-accenture-in-india-4448330457?position=3&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=bmeQgHCGjKroz9TbknktqQ%3D%3D,LINKEDIN
Doceree,Manager - Strategy,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/manager-strategy-at-doceree-4444348363?position=4&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=dl87ycruO9t8JHocg04Avg%3D%3D,LINKEDIN
WIN Home Inspection,Manager – Strategy & Growth,Greater Delhi Area,https://in.linkedin.com/jobs/view/manager-%E2%80%93-strategy-growth-at-win-home-inspection-4444447513?position=5&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=9Uj02WU2qdy%2FJt7wR%2B%2BWIA%3D%3D,LINKEDIN
JioStar,Manager – Business Strategy & Innovation,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/manager-%E2%80%93-business-strategy-innovation-at-jiostar-4443118108?position=6&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=yjG1%2B2GFnj6mbUS3uz9cyw%3D%3D,LINKEDIN
Visa,Strategy and Transformation Manager,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/strategy-and-transformation-manager-at-visa-4417708197?position=7&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=O8LUSniBseDc%2BhBolArrzw%3D%3D,LINKEDIN
r3 Consultant,Growth and Strategy Manager,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/growth-and-strategy-manager-at-r3-consultant-4386962784?position=8&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=dWrL%2Fd4brbw9LlZ8MelOtQ%3D%3D,LINKEDIN
Havells India Ltd,Strategy Manager/Senior Manager:Cables,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/strategy-manager-senior-manager-cables-at-havells-india-ltd-4419229359?position=9&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=k%2FrH76nbCtyXgKMX0HZ65A%3D%3D,LINKEDIN
The/Nudge,"Senior Manager, Strategy, Insight","Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/senior-manager-strategy-insight-at-the-nudge-4387902924?position=10&pageNum=0&refId=Gon%2BJcACnVX%2FV4md9VCnyA%3D%3D&trackingId=G3owXdWF968YEd4Xu5FX1A%3D%3D,LINKEDIN
Align Technology,Sr. Business Innovation Manager (Hyderabad/Bangalore/Mumbai),Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/sr-business-innovation-manager-hyderabad-bangalore-mumbai-at-align-technology-4437032023?position=1&pageNum=2&refId=h0Jhr90x8tcrsRdJ9Oz4RA%3D%3D&trackingId=wQW3rBWjrsoyfOt2yKfMpw%3D%3D,LINKEDIN
JioStar,"Manager - Product & Revenue Strategy (Narratives), Sports","Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/manager-product-revenue-strategy-narratives-sports-at-jiostar-4429245226?position=2&pageNum=2&refId=h0Jhr90x8tcrsRdJ9Oz4RA%3D%3D&trackingId=Bv7gOKC1tV2JO9I2z2%2F4Ww%3D%3D,LINKEDIN
